Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
210201_19,210201_19,,210201_19,210201_19,210201_19,APOE22HN,male,Sedentary,Control,27.0,3/14/2020,5/24/2021,14.33,14.0,1.19,10.76666667,14.33,,,,,,N58877_m00-m48,N58878,106,28,D,,,,,,,,,18,In House,,,,,,,,,,,,
210201_2,210201_2,,210201_2,210201_2,210201_2,APOE33,female,Sedentary,Control,31.2,1/1/2020,6/8/2021,17.23,17.0,1.44,13.2,17.23,,,,,,N59003-m00-m48,N59004,64,26, ,,,,,,,,,1,In House,,,,,,,,,,,,
210201_3,210201_3,,210201_3,210201_3,210201_3,APOE33,female,Sedentary,Control,34.6,1/1/2020,6/8/2021,17.23,17.0,1.44,13.2,17.23,,,,,,,,,,,,,,,,,,,2,In House,,,,,,,,,,,,
210201_4,210201_4,,210201_4,210201_4,210201_4,APOE33,female,Sedentary,Control,33.6,1/1/2020,6/8/2021,17.23,17.0,1.44,13.2,17.23,,,,,,,,,,,,,,,,,,,3,In House,,,,,,,,,,,,
210201_5,210201_5,,210201_5,210201_5,210201_5,APOE33,female,Sedentary,Control,28.5,1/1/2020,6/8/2021,17.23,17.0,1.44,13.2,17.23,,,,,,,,,,,,,,,,,,,4,In House,,,,,,,,,,,,
210201_6,210201_6,,210201_6,210201_6,210201_6,APOE44,female,Sedentary,Control,26.3,3/3/2020,6/2/2021,14.97,15.0,1.25,11.13333333,14.97,,,,,,N58913_m00-m48,N58914,112,26,,,,,,,,,,5,In House,,,,,,,,,,,,
210201_7,210201_7,,210201_7,210201_7,210201_7,APOE44,female,Sedentary,Control,25.7,3/3/2020,6/2/2021,14.97,15.0,1.25,11.13333333,14.97,,,,,,N58915_m00-m48,N58916,110,25,,,,,,,,,,6,In House,,,,,,,,,,,,
210201_8,210201_8,,210201_8,210201_8,210201_8,APOE44,female,Sedentary,Control,25.2,3/3/2020,6/2/2021,14.97,15.0,1.25,11.13333333,14.97,,,,,,N58909_m00-m48,N58910,113,25,AD,,,,,,,,,7,In House,,,,,,,,,,,,
210201_9,210201_9,,210201_9,210201_9,210201_9,APOE44,female,Sedentary,Control,25.6,3/3/2020,6/2/2021,14.97,15.0,1.25,11.13333333,14.97,,,,,,N58906_m00-m48,N58907,113,25,AD,,,,,,,,,8,In House,,,,,,,,,,,,
210216_1           ,210216_1           ,,210216_1,?,210216_1,APOE22HN,male,Sedentary,Control,29.5,6/15/2020,2/15/2021,8.0,8.0,0.67,,8,,,,,,,,,,8,,,,,,,,,1,In House,,,,,,,,,,,,
210222_1,210222_1,,210222_1,210222_1,210222_1,APOE33HN,female,Sedentary,Control,29.8,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,,,,,,,,,,,,,,19,In House,,,,,,,,,,,,
210222_10,210222_10,,210222_10,210222_10,210222_10,APOE33,female,Sedentary,Control,28.9,3/7/2020,6/7/2021,15.0,15.0,1.25,11.7,15,,,,,,N58857_m00-m48,N58858,107,25, ,,,,,,,,,28,In House,,,,,,,,,,,,
210222_11,210222_11,,210222_11,210222_11,210222_11,APOE33,female,Sedentary,Control,28.1,3/7/2020,6/7/2021,15.0,15.0,1.25,11.7,15,,,,,,N58859_m00-m48,N58860,99,25, ,,,,,,,,,29,In House,,,,,,,,,,,,
210222_12,210222_12,,210222_12,210222_12,210222_12,APOE33,female,Sedentary,Control,26.8,3/7/2020,6/8/2021,15.03,15.0,1.25,11.7,15.03,,,,,,N58861_m00-m48,N58862,108,27, ,,,,,,,,,30,In House,,,,,,,,,,,,
210222_13,210222_13,,210222_13,210222_13,210222_13,APOE33,male,Sedentary,Control,33.8,3/7/2020,6/8/2021,15.03,15.0,1.25,11.7,15.03,,,,,, , , , , ,,,,,,,,,31,In House,,,,,,,,,,,,
210222_14,210222_14,,210222_14,210222_14,210222_14,APOE33,male,Sedentary,Control,34.6,3/7/2020,6/8/2021,15.03,15.0,1.25,11.7,15.03,,,,,,N59065_m00-m48,N59064,100,26, ,,,,,,,,,32,In House,,,,,,,,,,,,
210222_15,210222_15,,210222_15,210222_15,210222_15,APOE33,male,Sedentary,Control,35.7,3/7/2020,6/8/2021,15.03,15.0,1.25,11.7,15.03,,,,,,N59066_m00-m48,N59067,107,27, ,,,,,,,,,33,In House,,,,,,,,,,,,
210222_16,210222_16,,210222_16,210222_16,210222_16,APOE22,male,Sedentary,Control,27.0,2/17/2020, 6/7/2021,15.03,15.0,1.25,12.36666667,15.03,,,,,,N59080_m00-m48,N59081,79,20,Did not draw the blood ,,,,,,,,,34,In House,,,,,,,,,,,,
210222_17,210222_17,,210222_17,210222_17,210222_17,APOE22,female,Sedentary,Control,28.3,2/16/2020,6/7/2021,15.7,16.0,1.31,12.36666667,15.7,,,,,,N60231_m00-m48,N60232,90,31,,,,,,,,,December2022scans,35,In House,,,,,,,,,,,,
210222_2,210222_2,,210222_2,210222_2,210222_2,APOE33HN,female,Sedentary,Control,28.9,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,N60129_m00-m48,N60130,94,32,,,,,,,,,Sep2022scans,20,In House,,,,,,,,,,,,
210222_3,210222_3,,210222_3,210222_3,210222_3,APOE33HN,male,Sedentary,Control,32.3,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,N60131_m00-m48,N60132,93,30,,,,,,,,,Sep2022scans,21,In House,,,,,,,,,,,,
210222_4,210222_4,,210222_4,210222_4,210222_4,APOE33HN,male,Sedentary,Control,35.9,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,N60127_m00-m48,N60128,94,29,,,,,,,,,Sep2022scans,22,In House,,,,,,,,,,,,
210222_5,210222_5,,210222_5,210222_5,210222_5,APOE33HN,male,Sedentary,Control,32.8,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,,,,,,,,,,,,,,23,In House,,,,,,,,,,,,
210222_6,210222_6,,210222_6,210222_6,210222_6,APOE33HN,male,Sedentary,Control,33.8,3/9/2020,5/24/2021,14.5,15.0,1.21,11.63333333,14.5,,,,,,N60139_m00-m48,N60140,89,30,,,,,,,,,Sep2022scans,24,In House,,,,,,,,,,,,
210222_7,210222_7,,210222_7,210222_7,210222_7,APOE33,female,Sedentary,Control,40.9,2/22/2020,6/7/2021,15.5,16.0,1.29,12.16666667,15.5,,,,,,N58917_m00-m48,N58918,103,29, ,,,,,,,,,25,In House,,,,,,,,,,,,
210222_8,210222_8,,210222_8,210222_8,210222_8,APOE33,female,Sedentary,Control,29.0,2/22/2020,6/7/2021,15.5,16.0,1.29,12.16666667,15.5,,,,,,N58995-m00-m48,N58996,103,26, ,,,,,,,,,26,In House,,,,,,,,,,,,
210222_9,210222_9,,210222_9,210222_9,210222_9,APOE33,female,Sedentary,Control,33.2,2/22/2020,6/7/2021,15.5,16.0,1.29,12.16666667,15.5,,,,,,N59005-m00-m48,N59006,103,27, ,,,,,,,,,27,In House,,,,,,,,,,,,
210503_10,210503_10,,210503_10,210503_10,,APOE33,female,Sedentary,Control,26.0,11/2/2019,,18.27,,,18.27,,DIED,A21050310,,,,died,,,,,,1.0,0,,,,,May2021cohort,,In House,,,,,,,,,,,,
210624_1,210624_1,,210503_1,210503_1,210624_1,APOE33,male,Sedentary,Control,33.5,10/12/2019,6/30/2021,20.6,21.0,1.72,18.93333333,20.6,,,,,,,,,,,,,,,,,,,1,In House,,,,,,,,,,,,
210624_10,210624_10,,210503_11,210503_11,210624_10,APOE33,female,Sedentary,Control,30.6,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,,,,,,,,,,,,,,10,In House,,,,,,,,,,,,
210624_11,210624_11,,210503_12,210503_12,210624_11,APOE33,female,Sedentary,Control,30.7,11/7/2019,6/30/2021,19.77,20.0,1.65,18.06666667,19.77,,,,,,,,,,,,,,,,,,,11,In House,,,,,,,,,,,,
210624_12,210624_12,,210503_13,210503_13,210624_12,APOE33,female,Sedentary,Control,30.5,11/7/2019,6/23/2021,19.2,19.0,1.6,18.06666667,#VALUE!,,,,,,,,,,"Abdominal tumor.  6/30/21 die during image? Did not draw the blood. 7/1/21 dessection find uterus, ovary or kidney tumor. Save haed in formalin+0.5% ProHance",,,,,,,,,12,In House,,,,,,,,,,,,
210624_13,210624_13,,210503_14,210503_14,210624_13,APOE33,female,Sedentary,Control,27.7,11/7/2019,6/23/2021,19.2,19.0,1.6,18.06666667,#VALUE!,,,,,,,,,,6/30/21 Die during image. Did not draw the blood. 7/1/21 Save haed in formalin+0.5% ProHance,,,,,,,,,13,In House,,,,,,,,,,,,
210624_14,210624_14,,210503_15,210503_15,210624_14,APOE33,female,Sedentary,Control,36.5,11/7/2019,6/30/2021,19.77,20.0,1.65,18.06666667,19.77,,,,,,,,,,,,,,,,,,,14,In House,,,,,,,,,,,,
210624_15,210624_15,,210503_16,210503_16,210624_15,APOE33,female,Sedentary,Control,30.1,11/7/2019,6/23/2021,19.2,19.0,1.6,18.06666667,#VALUE!,,,,,,,,,,"6/30/21 MRI find brain tumor. 7/1/21 wt 30.4g. Lip-I (IV) injection for Micro Ct , 7/6/21 Die during CT. Did not draw the blood. Save haed in formalin+0.5% ProHance",,,,,,,,,15,In House,,,,,,,,,,,,
210624_16,210624_16,,210503_17,210503_17,210624_16,APOE33,female,Sedentary,Control,35.1,7/7/2019,6/23/2021,19.2,19.0,1.6,22.16666667,#VALUE!,,,,,,died during imaging,,,,7/1/21 Die during image. Did not draw the blood. 7/2/21 Save haed in formalin+0.5% ProHance,,,,,,,,,16,In House,,,,,,,,,,,,
210624_2,210624_2,,210503_2,210503_2,210624_2,APOE33,male,Sedentary,Control,39.0,10/12/2019,6/30/2021,20.6,21.0,1.72,18.93333333,20.6,,,,,,,,,,,,,,,,,,,2,In House,,,,,,,,,,,,
210624_3,210624_3,,210503_3,210503_3,210624_3,APOE33,male,Sedentary,Control,40.3,10/12/2019,6/30/2021,20.6,21.0,1.72,18.93333333,20.6,,,,,,,,,,,,,,,,,,,3,In House,,,,,,,,,,,,
210624_4,210624_4,,210503_4,210503_4,210624_4,APOE33,male,Sedentary,Control,31.3,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,,,,,,,,,,,,,,4,In House,,,,,,,,,,,,
210624_5,210624_5,,210503_5,210503_5,210624_5,APOE33,male,Sedentary,Control,33.3,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,,,,,,,,,,,,,,5,In House,,,,,,,,,,,,
210624_6,210624_6,,210503_6,210503_6,210624_6,APOE33,male,Sedentary,Control,32.9,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,N58952_m00-m48,N58953,126,28,,,,,,,,,,6,In House,,,,,,,,,,,,
210624_7,210624_7,,210503_7,210503_7,210624_7,APOE33,female,Sedentary,Control,27.5,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,N60225_m00-m48,N60226,100,32,,,,,,,,,December2022scans,7,In House,,,,,,,,,,,,
210624_8,210624_8,,210503_8,210503_8,210624_8,APOE33,female,Sedentary,Control,32.1,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,,,,,,,,,,,,,,8,In House,,,,,,,,,,,,
210624_9,210624_9,,210503_9,210503_9,210624_9,APOE33,female,Sedentary,Control,30.3,11/1/2019,6/30/2021,19.97,20.0,1.66,18.26666667,19.97,,,,,,,,,,,,,,,,,,,9,In House,,,,,,,,,,,,
210730_1,210730_1,,210614_6,210614_6 ,210730_1,APOE22HN,male,Sedentary,HFD,38.1,6/28/2020,10/4/2021,15.43,15.0,1.25,11.66666667,15.43,,,,,,N60095_m00-m48,N60096,97,31,,,,,,210730_1,,,august2022scans,26,In House,,,,,,,,,,,,
210730_2,210730_2,,210614_1,210614_1,210730_2,APOE22HN,female,Sedentary,HFD,36.6,6/28/2020,9/30/2021,15.07,15.0,1.26,11.66666667,15.07,,,,,,N60068_m00-m48,N60069,87,30,MRSOLUTIONS,,,,,210730_2,,,july2022scans,10,In House,,,,,,,,,,,,
210730_3,210730_3,,210112_11,210112_11,210730_3,APOE44HN,male,Sedentary,HFD,51.1,4/20/2020,8/16/2021,15.87,16.0,1.32,11.7,15.87,,,,,,N58954_m00-m48,N58955,108,27,,,,,,210730_3,,,,7,In House,,,,,,,,,,,,
210730_4,210730_4,,210112_2,210112_2,210730_4,APOE44HN,female,Sedentary,HFD,56.2,4/5/2020,7/30/2021                                                 Micro Ct image                                           8/17/21                                                                        ,,0.0,#VALUE!,12.2,#VALUE!,,,,,,,,,,,,,,,210730_4,,,,1,In House,,,,,,,,,,,,
210730_5,210730_5,,210112_18,210112_18,210730_5,APOE33HN,male,Sedentary,HFD,51.8,4/27/2020,8/17/2021,15.67,16.0,1.31,11.46666667,15.67,,,,,,N59109_m00-m48,N59110,107,27,,,,,,210730_5,,,,12,In House,,,,,,,,,,,,
210730_6,210730_6,,210112_21,210112_21,210730_6,APOE33HN,female,Sedentary,HFD,57.7,4/27/2020,8/17/2021,15.67,16.0,1.31,11.46666667,15.67,,,,,,N59116_m00-m48,N59117,107,26,,,,,,210730_6,,,,15,In House,,,,,,,,,,,,
210730_7,210730_7,,210112_26,210112_26,210730_7,APOE44,male,Sedentary,HFD,50.3,4/5/2020,8/18/2021,16.43,16.0,1.37,12.2,16.43,,,,,,,,,,,,,,,210730_7,,,,19,In House,,,,,,,,,,,,
210730_8,210730_8,,210112_27,210112_27,210730_8,APOE44,female,Sedentary,HFD,50.7,4/5/2020,8/17/2021,16.4,16.0,1.37,12.2,16.4,,,,,,N60229_m00-m48,N60230,94,31,,,,,,210730_8,,,December2022scans,20,In House,,,,,,,,,,,,
210809_1,210809_1,,210809_2,210809_2,210809_1,APOE33HN,female,Sedentary,Control,22.3,8/23/2020,11/9/2021,14.77,15.0,1.25,11.66666667,14.77,210809_1,A21080901,,,,,,,,,,1.0,0,,,,,,1,In House,,,,,,,,,,,,
210809_2,210809_2,,210809_3,210809_3,210809_2,APOE33HN,female,Sedentary,Control,24.4,8/23/2020,11/9/2021,14.77,15.0,1.25,11.66666667,14.77,210809_3_alex,A21080902,,,,,,,,,,1.0,0,,,,,,2,In House,,,,,,,,,,,,
210809_3,210809_3,,210809_4,210809_4,210809_3,APOE33HN,female,Sedentary,Control,30.1,9/2/2020,11/9/2021,14.43,15.0,1.25,11.33333333,14.43,210809_4_alex_APOE_18abb11,A21080903,,,,,,,,,,1.0,0,,,,,,3,In House,,,,,,,,,,,,
210809_4,210809_4,,210809_5,210809_5,210809_4,APOE22HN,male,Sedentary,HFD,34.7,8/15/2020,11/9/2021,15.03,15.0,1.25,11.93333333,15.03,210809_5_alex,A21080904,,,,N60103_m00-m48,N60104,96,30,,,1.0,0,,,,,august2022scans,4,In House,,,,,,,,,,,,
210809_5,210809_5,,210809_6,210809_6,210809_5,APOE22HN,male,Sedentary,HFD,42.0,8/15/2020,11/9/2021,15.03,15.0,1.25,11.93333333,15.03,Deleted_Or_Missing,A21080905,,,,N60097_m00-m48,N60098,96,30,,,1.0,0,,,,,august2022scans,5,In House,,,,,,,,,,,,
210809_6,210809_6,,210809_7,210809_7,210809_6,APOE22HN,male,Sedentary,HFD,30.9,8/15/2020,11/9/2021,15.03,15.0,1.25,11.93333333,15.03,Deleted_Or_Missing,A21080906,,,,,,,,,,1.0,0,,,,,,6,In House,,,,,,,,,,,,
210809_7,210809_7,,210809_8,210809_8,210809_7,APOE22HN,male,Sedentary,HFD,44.9,8/15/2020,11/9/2021,15.03,15.0,1.25,11.93333333,15.03,Deleted_Or_Missing,A21080907,,,,,,,,,,1.0,0,,,,,,7,In House,,,,,,,,,,,,
210817_1,210817_1,,210112_4,210112_4,210817_1,APOE44HN,female,Sedentary,HFD,52.6,4/5/2020,8/16/2021,16.37,16.0,1.36,12.2,16.37,,,,,,N58948_m00-m48,N58949,114,27,,,,,,,,,,2,In House,,,,,,,,,,,,
210817_10,210817_10,,210112_19,210112_19,210817_10,APOE33HN,male,Sedentary,HFD,53.6,4/27/2020,8/18/2021,15.7,16.0,1.31,11.46666667,15.7,,,,,,N59097_m00-m48,N59098,110,26,,,,,,,,,,13,In House,,,,,,,,,,,,
210817_11,210817_11,,210112_20,210112_20,210817_11,APOE33HN,male,Sedentary,HFD,66.2,4/27/2020,8/17/2021,15.67,16.0,1.31,11.46666667,15.67,,,,,,N59099_m00-m48,N59100,109,26,,,,,,,,,,14,In House,,,,,,,,,,,,
210817_12,210817_12,,210112_23,210112_23,210817_12,APOE33HN,female,Sedentary,HFD,54.3,3/9/2020,8/17/2021,17.27,17.0,1.44,13.06666667,17.27,,,,,,N59118_m00-m48,N59119,108,26,,,,,,210112_22,,,,16,In House,,,,,,,,,,,,
210817_13,210817_13,,210112_24,210112_24,210817_13,APOE33HN,female,Sedentary,HFD,52.2,4/28/2020,8/17/2021,15.63,16.0,1.3,11.46666667,15.63,,,,,,N59120_m00-m48,N59121,109,27,,,,,,,,,,17,In House,,,,,,,,,,,,
210817_14,210817_14,,210112_25,210112_25,210817_14,APOE44,male,Sedentary,HFD,51.2,4/5/2020,8/17/2021,16.4,16.0,1.37,12.2,16.4,,,,,,,,,,,,,,,,,,,18,In House,,,,,,,,,,,,
210817_15,210817_15,,210112_28,210112_28,210817_15,APOE44,female,Sedentary,HFD,45.1,4/5/2020,8/17/2021,16.4,16.0,1.37,12.2,16.4,,,,,,,,,,,,,,,,,,,21,In House,,,,,,,,,,,,
210817_16,210817_16,,210112_29,210112_29,210817_16,APOE44,female,Sedentary,HFD,34.6,4/15/2020,8/17/2021,16.07,16.0,1.34,11.86666667,16.07,,,,,,,,,,,,,,,,,,,22,In House,,,,,,,,,,,,
210817_17,210817_17,,210112_1,210112_1,210817_17,APOE44HN,female,Sedentary,HFD,49.3,4/5/2020,8/18/2021,16.43,16.0,1.37,12.2,16.43,,,,,,,,,,,,,,,,,,,23,In House,,,,,,,,,,,,
210817_18,210817_18,,210112_8,210112_8,210817_18,APOE44HN,male,Sedentary,Control,26.6,4/14/2020,8/17/2021,16.1,16.0,1.34,11.9,16.1,,,,,,N59041_m00-m48,N59042,105,26,,,,,,,,,,24,In House,,,,,,,,,,,,
210817_19,210817_19,,210112_12,210112_12,210817_19,APOE44HN,male,Sedentary,HFD,49.9,4/20/2020,8/18/2021,15.93,16.0,1.33,11.7,15.93,,,,,,N58941_m00-m48,N58942,109,26,,,,,,,,,,25,In House,,,,,,,,,,,,
210817_2,210817_2,,210112_5,210112_5,210817_2,APOE44HN,male,Sedentary,Control,28.4,4/14/2020,8/16/2021,16.07,16.0,1.34,11.9,16.07,,,,,,N59072_m00-m48,N59073,109,27,,,,,,,,,,3,In House,,,,,,,,,,,,
210817_3,210817_3,,210112_6,210112_6,210817_3,APOE44HN,male,Sedentary,Control,29.5,4/14/2020,8/16/2021,16.07,16.0,1.34,11.9,16.07,,,,,,N58935_m00-m48,N58936,111,28,,,,,,,,,,4,In House,,,,,,,,,,,,
210817_4,210817_4,,210112_7,210112_7,210817_4,APOE44HN,male,Sedentary,Control,33.4,4/14/2020,8/16/2021,16.07,16.0,1.34,11.9,16.07,,,,,,N59039_m00-m48,N59040,109,28,,,,,,,,,,5,In House,,,,,,,,,,,,
210817_5,210817_5,,210112_9,210112_9,210817_5,APOE44HN,male,Sedentary,HFD,45.3,4/20/2020,8/16/2021,15.87,16.0,1.32,11.7,15.87,,,,,,N58946_m00-m48,N58947,117,28,,,,,,,,,,6,In House,,,,,,,,,,,,
210817_6,210817_6,,210112_14,210112_14,210817_6,APOE44HN,female,Sedentary,Control,30.2,4/20/2020,8/16/2021,15.87,16.0,1.32,11.7,15.87,,,,,,N59033_m00-m48,N59034,109,28,,,,,,,,,,8,In House,,,,,,,,,,,,
210817_7,210817_7,,210112_15,210112_15,210817_7,APOE44HN,female,Sedentary,Control,26.5,4/20/2020,8/16/2021,15.87,16.0,1.32,11.7,15.87,,,,,,N59022_m00-m48,N59023,102,28,,,,,,,,,,9,In House,,,,,,,,,,,,
210817_8,210817_8,,210112_16,210112_16,210817_8,APOE44HN,female,Sedentary,Control,25.5,4/20/2020,8/16/2021,15.87,16.0,1.32,11.7,15.87,,,,,,N59035_m00-m48,N59036,107,27,,,,,,,,,,10,In House,,,,,,,,,,,,
210817_9,210817_9,,210112_17,210112_17,210817_9,APOE44HN,female,Sedentary,Control,25.5,4/28/2020,8/16/2021,15.6,16.0,1.3,11.43333333,15.6,,,,,,N59026_m00-m48,N59027,103,26,,,,,,,,,,11,In House,,,,,,,,,,,,
210906_1,210906_1,,210906_1,210906_1,210906_1,APOE22HN,female,Sedentary,Control,23.5,9/6/2020,11/10/2021,14.33,14.0,1.166666667,12.13333333,14.33,Deleted_Or_Missing,A21090601,,,,N60163_m00-m48,N60164,81,28,,,1.0,0,,,,,October2022scan,8,In House,,,,,,,,,,,,
210906_10,210906_10,,210906_10,210906_10,210906_10,APOE44,female ,Sedentary,HFD,42.7,9/7/2020,11/16/2021,14.5,15.0,1.25,12.1,14.5,210906_10,A21090610,,,,,,,,,,1.0,0,,,,,,17,In House,,,,,,,,,,,,
210906_11,210906_11,,210906_11,210906_11,210906_11,APOE44,female ,Sedentary,HFD,29.4,9/7/2020,11/16/2021,14.5,15.0,1.25,12.1,14.5,210906_11,A21090611,,,,,,,,,,1.0,0,,,,,,18,In House,,,,,,,,,,,,
210906_12,210906_12,,210906_12,210906_12,210906_12,APOE44,female,Sedentary,HFD,36.3,9/7/2020,11/16/2021,14.5,15.0,1.25,12.1,14.5,210906_12,A21090612,,,,,,,,,,1.0,0,,,,,,19,In House,,,,,,,,,,,,
210906_13,210906_13,,210906_13,210906_13,210906_13,APOE44,female,Sedentary,HFD,33.0,9/7/2020,11/16/2021,14.5,15.0,1.25,12.1,14.5,210906_13_18abb11,A21090613,,,,,,,,,,1.0,0,,,,,,20,In House,,,,,,,,,,,,
210906_14,210906_14,,210906_14,210906_14,210906_14,APOE44,female,Sedentary,HFD,28.2,10/2/2020,11/16/2021,13.67,14.0,1.166666667,11.26666667,13.67,Deleted_Or_Missing,A21090614,,,,,,,,,,1.0,0,,,,,,21,In House,,,,,,,,,,,,
210906_15,210906_15,,210906_15,210906_15,210906_15,APOE44,female,Sedentary,HFD,35.2,10/2/2020,11/17/2021,13.7,14.0,1.166666667,11.26666667,13.7,Deleted_Or_Missing,A21090615,,,,,,,,,,1.0,0,,,,,,22,In House,,,,,,,,,,,,
210906_16,210906_16,,210906_16,210906_16,210906_16,APOE44,female ,Sedentary,HFD,33.5,10/2/2020,11/17/2021,13.7,14.0,1.166666667,11.26666667,13.7,Deleted_Or_Missing,A21090616,,,,,,,,,,1.0,0,,,,,,23,In House,,,,,,,,,,,,
210906_17,210906_17,,210906_17,210906_17,210906_17,APOE44,female,Sedentary,HFD,25.7,10/2/2020,11/17/2021,13.7,14.0,1.166666667,11.26666667,13.7,Deleted_Or_Missing,A21090617,,,,,,,,,,1.0,0,,,,,,24,In House,,,,,,,,,,,,
210906_18,210906_18,,210906_18,210906_18,210906_18,APOE44,female ,Sedentary,HFD,34.5,10/2/2020,11/17/2021,13.7,14.0,1.166666667,11.26666667,13.7,Deleted_Or_Missing,A21090618,,,,,,,,,,1.0,0,,,,,,25,In House,,,,,,,,,,,,
210906_2,210906_2,,210906_2,210906_2,210906_2,APOE22HN,female,Sedentary,Control,22.0,9/6/2020,11/10/2021,14.33,14.0,1.166666667,12.13333333,14.33,Deleted_Or_Missing,A21090602,,,,N60169_m00-m48,N60170,84,31,,,1.0,0,,,,,October2022scan,9,In House,,,,,,,,,,,,
210906_3,210906_3,,210906_3,210906_3,210906_3,APOE22HN,female,Sedentary,Control,27.0,9/6/2020,11/10/2021,14.33,14.0,1.166666667,12.13333333,14.33,Deleted_Or_Missing,A21090603,,,,N60190_m00-m48,N60191,82,28,,,1.0,0,,,,,November2022scans,10,In House,,,,,,,,,,,,
210906_4,210906_4,,210906_4,210906_4,210906_4,APOE22HN,female,Sedentary,Control,26.1,9/6/2020,11/9/2021,14.3,14.0,1.166666667,12.13333333,14.3,210906_4,A21090604,,,,N60188_m00-m48,N60189,88,29,,,1.0,0,,,,,November2022scans,11,In House,,,,,,,,,,,,
210906_5,210906_5,,210906_5,210906_5,210906_5,APOE22HN,female,Sedentary,Control,26.1,9/6/2020,11/10/2021,14.33,14.0,1.166666667,12.13333333,14.33,Deleted_Or_Missing,A21090605,,,,N60200_m00-m48,N60201,81,29,,,1.0,0,,,,,November2022scans,12,In House,,,,,,,,,,,,
210906_6,210906_6,,210906_6,210906_6,210906_6,APOE22HN,male,Sedentary,Control,34.5,9/27/2020,11/10/2021,13.63,14.0,1.166666667,11.43333333,13.63,Did_Not_Record_In_Bruker_Labbook,A21090606,,,,N60192_m00-m48,N60193,88,29,,,1.0,0,,,,,November2022scans,13,In House,,,,,,,,,,,,
210906_7,210906_7,,210906_7,210906_7,210906_7,APOE22HN,female,Sedentary,Control,25.7,9/20/2020,11/9/2021,13.83,14.0,1.166666667,11.66666667,13.83,210906_7,A21090607,,,,,,,,,,1.0,0,,,,,,14,In House,,,,,,,,,,,,
210906_8,210906_8,,210906_8,210906_8,210906_8,APOE22HN,female,Sedentary,Control,27.8,9/20/2020,11/9/2021,13.83,14.0,1.166666667,11.66666667,13.83,210906_8,A21090608,,,,,,,,,,1.0,0,,,,,,15,In House,,,,,,,,,,,,
210906_9,210906_9,,210906_9,210906_9,210906_9,APOE44,female ,Sedentary,HFD,37.3,9/7/2020,11/16/2021,14.5,15.0,1.25,12.1,14.5,210906_9,A21090609,,,,,,,,,,1.0,0,,,,,,16,In House,,,,,,,,,,,,
210906_19,210906_19,,210906_19,210906_19,,APOE44,male,Sedentary,HFD,50.0,10/3/2020,1/6/2022,15.33333333,15.0,1.277777778,15.33333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,62,,,,,,,,,,,,,
210906_20,210906_20,,210906_20,210906_20,,APOE44,male,Sedentary,HFD,54.0,10/3/2020,1/6/2022,15.33333333,15.0,1.277777778,15.33333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,63,,,,,,,,,,,,,
210906_21,210906_21,,210906_21,210906_21,,APOE44,male,Sedentary,HFD,49.0,10/3/2020,1/6/2022,15.33333333,15.0,1.277777778,15.33333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,64,,,,,,,,,,,,,
210906_22,210906_22,,210906_22,210906_22,,APOE44,male,Sedentary,HFD,57.0,10/3/2020,1/6/2022,15.33333333,15.0,1.277777778,15.33333333,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,65,,,,,,,,,,,,,
210906_23,210906_23,,210906_23,210906_23,,APOE44,female,Sedentary ,Control ,25.0,9/30/2020,1/5/2022,15.4,15.0,1.283333333,15.4,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,68,,,,,,,,,,,,,
